id,Latitude,Longitude,ToNde,Velocity,Capacity,Distance
150595023,52.665285434281564,13.378740478738315,160189336+27032552+96593728+,8.333333333333334+8.333333333333334+8.333333333333334+,1000.0+1000.0+1000.0+,379.8148390404008+1678.6948658840738+626.2069504646583+,
150642669,52.67915237212416,13.439926096365607,249081209+249081214+96007988+,8.333333333333334+8.333333333333334+8.333333333333334+,2000.0+4000.0+4000.0+,51.208853926314845+30.0+30.0+,
150731280,52.4443867247358,13.569234514177442,31492284+663346731+94947120+,8.333333333333334+8.333333333333334+8.333333333333334+,1000.0+1000.0+2000.0+,219.22638698498676+296.5738276583028+30.0+,
150751448,52.43365650424962,13.543505718135496,101333380+105789410+484225815+,8.333333333333334+3.0+8.333333333333334+,3000.0+600.0+4000.0+,238.31467084084545+1031.2551590307892+30.0+,
150801884,52.412840212572156,13.536720957487086,260463672+260475804+260481019+855356901+,3.0+3.0+3.0+3.0+,600.0+600.0+600.0+600.0+,854.2704043909198+1487.6034085033561+698.8197463876496+416.43031206977275+,
150867005,52.566030180134625,13.413775803649779,150868425+29422175+,3.0+3.0+,600.0+1200.0+,448.9060917309807+30.0+,
150868425,52.56687014374275,13.420249665988093,150868427+320232767+,3.0+3.0+,1200.0+600.0+,30.0+947.6258875434958+,
150868427,52.5669300355606,13.420467741677749,29422181+29422509+,3.0+3.0+,1200.0+1200.0+,30.0+98.75927164813801+,
150942623,52.60022659688702,13.557040834238547,338361002+,3.0+,1200.0+,30.0+,
150944687,52.59277500552525,13.547013374692101,29858606+338361002+49829212+,3.0+3.0+3.0+,600.0+600.0+600.0+,2841.374502030957+1070.6433508926398+1605.1231478586865+,
150954568,52.497382236997844,13.644537957259544,150954581+150955379+29621643+,8.333333333333334+3.0+8.333333333333334+,1000.0+600.0+1000.0+,4945.969724392184+779.7179876466041+203.73405429996092+,
150954581,52.45738929911544,13.625462209683567,150954568+150961651+31491361+,8.333333333333334+8.333333333333334+8.333333333333334+,1000.0+2000.0+2000.0+,4945.969724392184+3862.128899853447+60.3499844387347+,
150955379,52.491828011155334,13.637543477230198,150954568+242635162+242925769+,3.0+3.0+3.0+,600.0+600.0+600.0+,779.7179876466041+1373.4453291378443+3439.6761523602613+,
150956211,52.487154529610464,13.57488057099913,31532410+31532413+31532799+,8.333333333333334+8.333333333333334+8.333333333333334+,1000.0+1000.0+1000.0+,273.8706143209206+435.63476697357163+2197.4801904687283+,
150961651,52.468908461339936,13.678942995997472,150954581+150961657+,8.333333333333334+8.333333333333334+,2000.0+1000.0+,3862.128899853447+1205.7517786066096+,
150961657,52.47556841887262,13.692931882314467,150961651+150963278+59718233+,8.333333333333334+3.0+8.333333333333334+,1000.0+600.0+1000.0+,1205.7517786066096+2729.583723492081+444.8999856461752+,
150962029,52.47944806278671,13.695418857369399,59718233+,8.333333333333334+,2000.0+,30.0+,
150962031,52.479278879360166,13.695852704253214,276892721+59718228+,8.333333333333334+8.333333333333334+,2000.0+1000.0+,44.75262565140093+1400.9640894687282+,
150963269,52.45950248090613,13.703372007940862,150963278+253649531+59718228+,3.0+3.0+3.0+,600.0+600.0+600.0+,1376.7638268134117+725.4021490764845+1865.6338928793396+,
150963278,52.451494862926864,13.691600742155877,150961657+150963269+31491246+,3.0+3.0+3.0+,600.0+600.0+600.0+,2729.583723492081+1376.7638268134117+1146.4468228727137+,
151194571,52.36471598538351,13.440659876456934,151194573+29561703+34632828+,8.333333333333334+8.333333333333334+8.333333333333334+,2000.0+2000.0+1000.0+,30.0+2061.452236958776+477.2637209346716+,
151194573,52.364822072771915,13.440747168136953,151194571+448007527+605503417+,8.333333333333334+8.333333333333334+8.333333333333334+,2000.0+1000.0+2000.0+,30.0+3309.611299997796+1012.9990895982272+,
151230093,52.35760279605098,13.408675358419632,29553834+34646977+,8.333333333333334+3.0+,1000.0+1200.0+,3119.9502686105875+91.37795452152392+,
152428728,52.455821395440395,13.557929815245945,31524667+95949972+,8.333333333333334+8.333333333333334+,4000.0+2000.0+,30.0+241.4879329665427+,
153729730,52.414991425744624,13.656736685536288,153740065+289550968+,8.333333333333334+8.333333333333334+,1000.0+2000.0+,112.30450512526946+30.0+,
153740065,52.41559336537942,13.655423647596237,289550968+31492296+,8.333333333333334+8.333333333333334+,1000.0+1000.0+,111.99591799931065+4715.831595154338+,
153762625,52.445674727305914,13.593601310431946,31492076+86032938+,8.333333333333334+8.333333333333334+,2000.0+2000.0+,183.90878798003396+498.2122858619941+,
153819641,52.399808192034946,13.537033204242903,21538207+249068833+260475804+,3.0+3.0+3.0+,600.0+600.0+600.0+,1314.8748861934719+1307.1943703243753+719.4059810258599+,
153912064,52.416022693028886,13.324103342286232,88572856+,3.0+,1200.0+,30.0+,
153912065,52.416179772322884,13.324549593284562,153912744+88572856+,3.0+3.0+,1200.0+1200.0+,66.87310498584192+30.0+,
153912744,52.416651522392186,13.323973268107334,148805661+153912064+,3.0+3.0+,600.0+1200.0+,202.7896717612902+89.33020039737022+,
156867360,52.49911059840832,13.270158523850764,156869073+,8.333333333333334+,2184.2+,69.97937834975369+,
156869073,52.49885322158981,13.271098610362667,16541486+29030468+,8.333333333333334+8.333333333333334+,2000.0+2000.0+,30.0+68.43165550465324+,
158707328,52.428970091763546,13.550757999478936,261609382+294139689+,8.333333333333334+8.333333333333334+,2000.0+6000.0+,160.24507100661378+30.0+,
158710664,52.427870951005964,13.513181536142982,158710666+206191718+32266935+,8.333333333333334+10.0+8.333333333333334+,4000.0+3000.0+2000.0+,54.19465708484897+280.37243804717235+961.5320580766762+,
158710666,52.42835389547756,13.513283532399976,158710664+27555350+,8.333333333333334+10.0+,4000.0+3000.0+,54.19465708484897+276.5686246889762+,
158710676,52.42862589021973,13.509179512577449,158710664+206191718+,10.0+16.666666666666668+,3000.0+6000.0+,286.5693121803814+564.5179534258345+,
158710692,52.468710881647866,13.39065112901017,27539543+,6.0+,1332.8+,63.470818851768115+,
158727903,52.54769113172879,13.3088619720914,29158259+801769769+,8.333333333333334+8.333333333333334+,2000.0+2000.0+,30.0+65.22738785685502+,
160189336,52.661942618335495,13.378010106113845,150595023+30822874+30831808+,8.333333333333334+8.333333333333334+8.333333333333334+,1000.0+1000.0+1000.0+,379.8148390404008+2641.700768008695+2495.2620485430452+,
160503146,52.52130812743509,13.403064984636888,27411250+27411252+,3.0+3.0+,1200.0+600.0+,30.0+249.48968598658985+,
160503259,52.518688028064766,13.402590795020641,341340986+,5.0+,1733.2+,97.85513366333416+,
161921839,52.50215997143468,13.376479842864555,353974677+,8.333333333333334+,3941.4+,30.0+,
161921908,52.50312538071518,13.37350060499658,26746677+,8.333333333333334+,2008.2+,121.57828641702943+,
161922042,52.50539265887723,13.367887794942298,273511818+,8.333333333333334+,1005.9+,209.1212391820294+,
162021062,52.50528030403952,13.362800883204129,26746095+,8.333333333333334+,1403.4+,364.21331999995164+,
162021225,52.50700275501945,13.35548246177502,290152232+,8.333333333333334+,2909.8+,30.0+,
162055790,52.50219821537038,13.353199144391391,26866506+31372375+,8.333333333333334+8.333333333333334+,2000.0+2000.0+,87.098381214125+30.0+,
162055797,52.50192354139904,13.35401044556781,162055790+777364607+,8.333333333333334+8.333333333333334+,2000.0+1000.0+,63.01042350324828+596.9793176813+,
162065944,52.501965670909755,13.348634469956282,26866513+,5.0+,655.2+,136.29515882056353+,
162081801,52.50838460609828,13.369913911022655,162081807+26746022+,8.333333333333334+8.333333333333334+,4000.0+2000.0+,30.0+146.9045096594574+,
162081807,52.508464998421,13.369685338917844,162081870+20246260+,3.0+8.333333333333334+,600.0+4000.0+,299.2984557877414+30.0+,
162081870,52.51055506760697,13.368646995137997,21590987+26745597+,8.333333333333334+8.333333333333334+,1000.0+2000.0+,168.3666132573699+30.0+,
162390219,52.49813015483691,13.3881858160532,26746326+,8.333333333333334+,1496.5+,954.4948671126779+,
162394005,52.49794284375037,13.393283621461805,660440610+,8.333333333333334+,3025.4+,30.0+,
164708245,52.48428624722045,13.560119435815595,31011980+56363830+,8.333333333333334+8.333333333333334+,2000.0+1000.0+,2005.625934068175+242.53131747003775+,
16541457,52.51594684616825,13.260820198606618,27559810+27560039+27587406+,8.333333333333334+8.333333333333334+8.333333333333334+,2000.0+1000.0+2000.0+,30.0+206.43966379845472+43.110186044784164+,
16541461,52.51550836481295,13.250154428417877,27559833+27587405+,8.333333333333334+8.333333333333334+,2000.0+1000.0+,49.65441673466541+670.9021689009018+,
16541464,52.51185584261019,13.240416594702706,26943821+27560124+,8.333333333333334+8.333333333333334+,2000.0+1000.0+,30.0+717.6905730147306+,
16541465,52.507417035258364,13.242202210488522,26943818+29272979+60489267+,8.333333333333334+8.333333333333334+8.333333333333334+,4000.0+2000.0+1000.0+,30.0+1079.4099235723186+229.03293766076195+,
16541467,52.50992636367087,13.271112600285706,16541468+527332338+,8.333333333333334+8.333333333333334+,4000.0+2000.0+,45.97186856050334+30.0+,
16541468,52.50958819977042,13.271471552792827,26904543+,8.333333333333334+,10000.0+,30.0+,
16541469,52.50871419191551,13.272579009198342,16541470+26904542+,8.333333333333334+8.333333333333334+,4000.0+8000.0+,160.48547128338743+65.94002936833466+,
16541470,52.50784857815926,13.274455076590618,26904677+79812803+,8.333333333333334+8.333333333333334+,2000.0+4000.0+,33.81941079273205+201.78946490429564+,
16541471,52.506260221841856,13.280162986988726,26745971+26745972+,8.333333333333334+8.333333333333334+,6000.0+10000.0+,48.56122677975704+30.0+,
16541474,52.5088319837154,13.271774804529354,16541469+,8.333333333333334+,10000.0+,56.282730362314936+,
16541478,52.50856268307379,13.26110533758219,26904547+282763131+,8.333333333333334+8.333333333333334+,2000.0+4000.0+,639.4726440147615+30.0+,
16541483,52.50062994500616,13.267180295571174,267046789+29030467+,8.333333333333334+8.333333333333334+,1000.0+1000.0+,183.7379040882435+223.09837189028391+,
16541486,52.498927412885045,13.27114160665866,156869073+29030467+,8.333333333333334+8.333333333333334+,2000.0+1000.0+,30.0+115.44299256776259+,
16541488,52.49975980337756,13.273463151781593,26745957+26905525+487727796+,8.333333333333334+8.333333333333334+8.333333333333334+,5000.0+2000.0+5000.0+,149.80866790347648+439.70143622278744+434.71590507851244+,
16541571,52.53454996590803,13.302361699792344,26750512+26750531+,16.666666666666668+10.0+,6000.0+3000.0+,825.5593606210184+340.69275061306996+,
16541572,52.53464844534215,13.303823131868345,16541574+,16.666666666666668+,2206.1+,221.80504477511718+,
16541573,52.53520076250029,13.30695717763715,16541571+,16.666666666666668+,6000.0+,320.1638116967707+,
16541574,52.53508337547588,13.307012769159257,16541576+,16.666666666666668+,2206.1+,334.31925189932446+,
16541575,52.53588005456614,13.311756332315703,16541573+,16.666666666666668+,2364.25+,334.340504392236+,
16541576,52.53576676708852,13.31181002412998,16541578+,16.666666666666668+,2213.8+,363.3907875929812+,
16541577,52.53659483991361,13.316977538598707,16541575+,16.666666666666668+,6000.0+,363.1375841674848+,
16541578,52.53647475316805,13.31703752956562,16541582+,16.666666666666668+,6000.0+,303.967075357104+,
16541579,52.53722554129159,13.321190160485344,16541577+,16.666666666666668+,2372.0777777777766+,294.360610903531+,
16541581,52.53773486483271,13.32409643190626,26881965+,16.666666666666668+,4682.222222222221+,71.39530377580104+,
16541582,52.53712525141524,13.321387935800642,26726776+26881959+,10.0+16.666666666666668+,3000.0+6000.0+,331.02793589953524+532.8229244180889+,
16541583,52.53839837068148,13.327032002572816,271245847+,16.666666666666668+,4599.644444444444+,42.301057944427285+,
16541585,52.539328146107266,13.329996974399592,30840949+,8.333333333333334+,2000.0+,48.936013825862716+,
16541586,52.53917596272032,13.330101859605088,27198560+,8.333333333333334+,2000.0+,471.82611706264095+,
16541587,52.54055108821895,13.33296585080479,276577340+,8.333333333333334+,3316.2+,39.53911760186703+,
16541589,52.54109492014669,13.33395194568923,16541587+,8.333333333333334+,4000.0+,90.22226134070678+,
16541590,52.54345502329756,13.338456863308892,-168+30301197+,8.333333333333334+8.333333333333334+,4000.0+2000.0+,41.23602581665195+33.85124237311703+,
16541591,52.54328363996126,13.338895009495978,296397202+30301195+,8.333333333333334+8.333333333333334+,1437.4+2000.0+,399.99581007018685+34.06837607174588+,
16541593,52.54630996447278,13.343868684100654,21441719+27197225+,8.333333333333334+8.333333333333334+,4000.0+4000.0+,89.22214282106708+30.0+,
16541594,52.54606269047681,13.34419414206474,16541593+16541596+,8.333333333333334+8.333333333333334+,6000.0+2000.0+,35.283384134078176+218.25905881594156+,
16541595,52.54755700702428,13.346345517969063,16541593+16541596+,8.333333333333334+8.333333333333334+,2000.0+2000.0+,217.94141352620562+30.0+,
16541596,52.547352928468456,13.34661688295573,16541595+27197252+,8.333333333333334+8.333333333333334+,2000.0+2000.0+,30.0+342.2442449659894+,
16541691,52.55645508332939,13.3640812113894,564690995+,8.333333333333334+,2859.8+,30.0+,
16541695,52.55346630347382,13.414329225076397,27484581+29150075+,8.333333333333334+8.333333333333334+,2000.0+4000.0+,666.5890608216978+30.0+,
16541696,52.55374217172127,13.414395822046014,16541695+29122651+,8.333333333333334+8.333333333333334+,4000.0+2000.0+,31.038727810749226+810.3372757794056+,
16541698,52.552667432244775,13.42411577494793,29420136+29420152+335839627+,3.0+8.333333333333334+3.0+,600.0+2000.0+1200.0+,260.98140313773445+234.44317506969435+30.964809670942834+,
16541699,52.552020387244006,13.42703822454671,12615173+,8.333333333333334+,1000.0+,230.7059099993015+,
16541701,52.550828902786066,13.430166041039234,16541702+16541705+,8.333333333333334+8.333333333333334+,2000.0+2000.0+,34.44169721475249+728.8590970833662+,
16541702,52.551127068062456,13.430302030320167,12615161+16541703+,8.333333333333334+8.333333333333334+,4000.0+4000.0+,60.17247796313109+30.0+,
16541703,52.55122835817373,13.430046561710896,12615173+16541698+,8.333333333333334+8.333333333333334+,2000.0+2000.0+,34.54642286882411+441.6978256666649+,
16541704,52.547607609854644,13.439470405789558,16541705+30733500+652987773+,8.333333333333334+8.333333333333334+8.333333333333334+,2000.0+1000.0+2000.0+,51.938324614569574+432.1536308794105+688.1482813897587+,
16541705,52.54721095745253,13.439067045888843,16541704+29269478+29269506+,8.333333333333334+8.333333333333334+8.333333333333334+,2000.0+1000.0+2000.0+,51.938324614569574+580.707529902954+222.52159439661492+,
16541706,52.55375657587417,13.445111255181937,16541707+281472984+29778886+30733500+,8.333333333333334+8.333333333333334+8.333333333333334+8.333333333333334+,1000.0+1000.0+1000.0+1000.0+,250.02453495255793+421.10979499658345+1135.5810526223063+352.6064112629164+,
16541707,52.552847257883066,13.448481548324274,16541706+29421131+,8.333333333333334+8.333333333333334+,1000.0+1000.0+,250.02453495255793+113.66688775186265+,
165736680,52.58284233258759,13.48324681823099,29421303+29768694+49828938+,8.333333333333334+8.333333333333334+8.333333333333334+,2000.0+1000.0+2000.0+,643.0884707019636+2371.553069182399+3017.535266450741+,
166926141,52.60833707545072,13.429685676959512,169482220+300467037+,8.333333333333334+3.0+,1000.0+1200.0+,709.6112097171529+30.0+,
166927507,52.60757923708296,13.433544915400358,169450280+76652384+,8.333333333333334+8.333333333333334+,4000.0+2000.0+,30.0+531.3406443762337+,
168499715,52.51142784426297,13.627802632194141,168499746+168499746+262089273+,3.0+3.0+3.0+,600.0+600.0+600.0+,596.2514069853809+1077.2466407100965+3054.9962561228913+,
168499746,52.50917753114438,13.62274298225357,168499715+168499715+29621401+,3.0+3.0+3.0+,600.0+600.0+600.0+,596.2514069853809+1077.2466407100965+578.9687918136035+,
168499901,52.50463958908714,13.615881303493328,21509213+,8.333333333333334+,1444.0+,169.84184154160943+,
169450280,52.60735626252672,13.433524713944196,166927507+80007282+,8.333333333333334+8.333333333333334+,4000.0+2000.0+,30.0+431.93013798997725+,
169482220,52.606154385311925,13.419884778974884,169490003+169492708+292131978+,8.333333333333334+3.0+3.0+,1000.0+1200.0+600.0+,391.8171465417961+30.0+2241.6737883254555+,
169490003,52.60485996624341,13.414524179957358,169492708+21508603+,8.333333333333334+3.0+,1000.0+600.0+,406.85665879592244+878.868423148413+,
169492708,52.60604299641597,13.42012834875861,169482220+169504965+300467037+,3.0+3.0+8.333333333333334+,1200.0+600.0+1000.0+,30.0+855.8130710914445+701.6028506006147+,
169504965,52.60218926628428,13.430821040057918,169492708+420344603+80007284+,3.0+3.0+3.0+,600.0+1200.0+1200.0+,855.8130710914445+30.0+30.0+,
171214213,52.462015559985126,12.85383661929102,507386924+,8.333333333333334+,1000.0+,2120.414444256403+,
171214236,52.463399893016465,12.855275677700234,173386781+,8.333333333333334+,1000.0+,1252.3106790848706+,
172539,52.565059589359436,13.335392890921398,28346801+30830933+34694336+,3.0+8.333333333333334+8.333333333333334+,600.0+1000.0+1000.0+,986.3463831269185+387.1275319599547+690.7080038126937+,
172545,52.566881611002536,13.346570924066906,186962583+271370539+34694336+,8.333333333333334+8.333333333333334+8.333333333333334+,1000.0+2000.0+1000.0+,808.7794527185074+30.0+105.84023569993616+,
